,SSIM,PSNR,LPISP
bike-packing,0.978240966796875,30.500919342041016,0.019086424261331558
blackswan,0.991932213306427,36.193111419677734,0.0027838312089443207
bmx-trees,0.9848682880401611,29.993745803833008,0.008961731567978859
breakdance,0.944470226764679,23.496877670288086,0.04643816128373146
camel,0.9852623343467712,34.477420806884766,0.004785242490470409
car-roundabout,0.9810642600059509,31.2496280670166,0.009645417332649231
car-shadow,0.9114141464233398,23.07635498046875,0.062376298010349274
cows,0.9960116147994995,44.07128143310547,0.0013044195948168635
dance-twirl,0.9973770380020142,49.94443893432617,0.002109650755301118
dog,0.999897837638855,77.7568359375,1.8053829990094528e-05
dogs-jump,0.992956280708313,34.47733688354492,0.004695565905421972
drift-chicane,0.999903678894043,78.49091339111328,6.149431283120066e-05
drift-straight,0.8598268628120422,20.974470138549805,0.07905729115009308
goat,0.999922513961792,78.14118957519531,1.5149283171922434e-05
gold-fish,0.9235434532165527,21.2346248626709,0.12800714373588562
horsejump-high,0.9938762187957764,39.3420295715332,0.0018942499300464988
india,0.9908000826835632,37.468788146972656,0.004145760089159012
judo,0.9926633238792419,36.62784194946289,0.0036467567551881075
kite-surf,0.9995208382606506,73.06869506835938,0.00014966125309001654
lab-coat,0.8304415345191956,14.769454002380371,0.07556343078613281
libby,1.0,80.0,0.0
loading,0.8918169140815735,18.8454647064209,0.07088150829076767
mbike-trick,0.9986045956611633,62.00048828125,0.0010590612655505538
motocross-jump,0.9852803349494934,48.11724853515625,0.026470080018043518
paragliding-launch,0.9990494847297668,68.25321960449219,0.00024644145742058754
parkour,0.9984585046768188,57.0427131652832,0.0019464179640635848
pigs,1.0,80.0,0.0
scooter-black,0.8865118622779846,21.902118682861328,0.06322164833545685
shooting,0.9996530413627625,74.0737533569336,0.0004614565405063331
soapbox,0.983074426651001,38.1982307434082,0.006013456732034683
